rule_id,package_sn,scene,topic,rule_name,rule_description,input_fields,condition,output,source_file,priority
MAGBUD-0050-R02,MAGBUD-0050,预算执行与财政管理 / 财政与政府债务 / 绩效评价,“三高三全”推进内控建设加力提升财政监管质效,“三高三全”推进内控建设加力提升财政监管质效R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.“三高三全”推进内控建设加力提升财政监管质效.md,P1
MAGBUD-0051-R01,MAGBUD-0051,预算执行与财政管理 / 财政与政府债务 / 绩效评价,“四举措”做好驻粤中央行政事业单位内部控制报告喝茶工作,“四举措”做好驻粤中央行政事业单位内部控制报告喝茶工作R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.“四举措”做好驻粤中央行政事业单位内部控制报告喝茶工作.md,P1
MAGBUD-0051-R02,MAGBUD-0051,预算执行与财政管理 / 财政与政府债务 / 绩效评价,“四举措”做好驻粤中央行政事业单位内部控制报告喝茶工作,“四举措”做好驻粤中央行政事业单位内部控制报告喝茶工作R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.“四举措”做好驻粤中央行政事业单位内部控制报告喝茶工作.md,P1
MAGSOC-0034-R01,MAGSOC-0034,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,公立医院内部控制信息化体系研究,公立医院内部控制信息化体系研究R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.公立医院内部控制信息化体系研究.md,P0
MAGSOC-0034-R02,MAGSOC-0034,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,公立医院内部控制信息化体系研究,公立医院内部控制信息化体系研究R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.公立医院内部控制信息化体系研究.md,P0
MAGAGR-0027-R01,MAGAGR-0027,农业农村审计 / 金融审计 / 财政与政府债务,县级财政支持乡村振兴面临的困难及建议,县级财政支持乡村振兴面临的困难及建议R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.县级财政支持乡村振兴面临的困难及建议.md,P0
MAGAGR-0027-R02,MAGAGR-0027,农业农村审计 / 金融审计 / 财政与政府债务,县级财政支持乡村振兴面临的困难及建议,县级财政支持乡村振兴面临的困难及建议R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.县级财政支持乡村振兴面临的困难及建议.md,P0
MAGSOC-0035-R01,MAGSOC-0035,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,基层财政监督促共富路径探索,基层财政监督促共富路径探索R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.基层财政监督促共富路径探索.md,P0
MAGSOC-0035-R02,MAGSOC-0035,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,基层财政监督促共富路径探索,基层财政监督促共富路径探索R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.基层财政监督促共富路径探索.md,P0
MAGBUD-0052-R01,MAGBUD-0052,预算执行与财政管理 / 财政与政府债务 / 绩效评价,强化内控机制建设提升财政治理能力,强化内控机制建设提升财政治理能力R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.强化内控机制建设提升财政治理能力.md,P0
MAGBUD-0052-R02,MAGBUD-0052,预算执行与财政管理 / 财政与政府债务 / 绩效评价,强化内控机制建设提升财政治理能力,强化内控机制建设提升财政治理能力R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.强化内控机制建设提升财政治理能力.md,P0
MAGAGR-0028-R01,MAGAGR-0028,农业农村审计 / 金融审计 / 财政与政府债务,流转税税收优惠政策的激励效果,流转税税收优惠政策的激励效果R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.流转税税收优惠政策的激励效果.md,P0
MAGAGR-0028-R02,MAGAGR-0028,农业农村审计 / 金融审计 / 财政与政府债务,流转税税收优惠政策的激励效果,流转税税收优惠政策的激励效果R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.流转税税收优惠政策的激励效果.md,P0
MAGSOC-0036-R01,MAGSOC-0036,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,相对贫困视域下我国转移支付资金监管问题研究,相对贫困视域下我国转移支付资金监管问题研究R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.相对贫困视域下我国转移支付资金监管问题研究.md,P0
MAGSOC-0036-R02,MAGSOC-0036,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,相对贫困视域下我国转移支付资金监管问题研究,相对贫困视域下我国转移支付资金监管问题研究R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.相对贫困视域下我国转移支付资金监管问题研究.md,P0
MAGSUPV-0101-R01,MAGSUPV-0101,监督检查与经费舞弊 / 全场景通用 / 金融审计,统筹规划“规定+自选”动作建立“专项+日常”财会监督工作机制,统筹规划“规定+自选”动作建立“专项+日常”财会监督工作机制R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.统筹规划“规定+自选”动作建立 “专项+日常”财会监督工作机制.md,P1
MAGSUPV-0101-R02,MAGSUPV-0101,监督检查与经费舞弊 / 全场景通用 / 金融审计,统筹规划“规定+自选”动作建立“专项+日常”财会监督工作机制,统筹规划“规定+自选”动作建立“专项+日常”财会监督工作机制R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.统筹规划“规定+自选”动作建立 “专项+日常”财会监督工作机制.md,P1
MAGSUPV-0102-R01,MAGSUPV-0102,监督检查与经费舞弊 / 全场景通用 / 金融审计,调节成本操控业绩,调节成本操控业绩R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.调节成本操控业绩.md,P1
MAGSUPV-0102-R02,MAGSUPV-0102,监督检查与经费舞弊 / 全场景通用 / 金融审计,调节成本操控业绩,调节成本操控业绩R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.调节成本操控业绩.md,P1
MAGAGR-0029-R01,MAGAGR-0029,农业农村审计 / 金融审计 / 财政与政府债务,财政部辽宁监管局：前移监管关口提早介入项目以全流程监管精准护航国债资金,财政部辽宁监管局：前移监管关口提早介入项目以全流程监管精准护航国债资金R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.财政部辽宁监管局：前移监管 关 口 提 早 介 入 项 目 以全流 程监管精准护航国债资金.md,P1
MAGAGR-0029-R02,MAGAGR-0029,农业农村审计 / 金融审计 / 财政与政府债务,财政部辽宁监管局：前移监管关口提早介入项目以全流程监管精准护航国债资金,财政部辽宁监管局：前移监管关口提早介入项目以全流程监管精准护航国债资金R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.财政部辽宁监管局：前移监管 关 口 提 早 介 入 项 目 以全流 程监管精准护航国债资金.md,P1
MAGSOC-0037-R01,MAGSOC-0037,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,以预算管理改革提升财政资金使用绩效,以预算管理改革提升财政资金使用绩效R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.以预算管理改革提升财政资金使用绩效.md,P0
MAGSOC-0037-R02,MAGSOC-0037,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,以预算管理改革提升财政资金使用绩效,以预算管理改革提升财政资金使用绩效R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.以预算管理改革提升财政资金使用绩效.md,P0
MAGAGR-0030-R01,MAGAGR-0030,农业农村审计 / 金融审计 / 财政与政府债务,农业保险中的利益需求风险及对策探析,农业保险中的利益需求风险及对策探析R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.农业保险中的利益需求风险及对策探析.md,P0
MAGAGR-0030-R02,MAGAGR-0030,农业农村审计 / 金融审计 / 财政与政府债务,农业保险中的利益需求风险及对策探析,农业保险中的利益需求风险及对策探析R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.农业保险中的利益需求风险及对策探析.md,P0
MAGAGR-0031-R01,MAGAGR-0031,农业农村审计 / 金融审计 / 财政与政府债务,农田建设补助资金管理探讨,农田建设补助资金管理探讨R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.农田建设补助资金管理探讨.md,P0
MAGAGR-0031-R02,MAGAGR-0031,农业农村审计 / 金融审计 / 财政与政府债务,农田建设补助资金管理探讨,农田建设补助资金管理探讨R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.农田建设补助资金管理探讨.md,P0
MAGBUD-0053-R01,MAGBUD-0053,预算执行与财政管理 / 财政与政府债务 / 绩效评价,宝钢股份基于“双碳”目标的战略成本管理实践与启示,宝钢股份基于“双碳”目标的战略成本管理实践与启示R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.宝钢股份基于“双碳”目标的战略成本管理实践与启示.md,P0
MAGBUD-0053-R02,MAGBUD-0053,预算执行与财政管理 / 财政与政府债务 / 绩效评价,宝钢股份基于“双碳”目标的战略成本管理实践与启示,宝钢股份基于“双碳”目标的战略成本管理实践与启示R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.宝钢股份基于“双碳”目标的战略成本管理实践与启示.md,P0
MAGSOC-0038-R01,MAGSOC-0038,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,将公益性资产列入固定资产虚增资产规模,将公益性资产列入固定资产虚增资产规模R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.将公益性资产列入固定资产虚增资产规模.md,P1
MAGSOC-0038-R02,MAGSOC-0038,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,将公益性资产列入固定资产虚增资产规模,将公益性资产列入固定资产虚增资产规模R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.将公益性资产列入固定资产虚增资产规模.md,P1
MAGTAX-0020-R01,MAGTAX-0020,税务审计 / 预算执行与财政管理 / 财政与政府债务,强化“三个抓手”推进内控管理走深走实,强化“三个抓手”推进内控管理走深走实R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.强化“三个抓手”推进内控管理走深走实.md,P1
MAGTAX-0020-R02,MAGTAX-0020,税务审计 / 预算执行与财政管理 / 财政与政府债务,强化“三个抓手”推进内控管理走深走实,强化“三个抓手”推进内控管理走深走实R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.强化“三个抓手”推进内控管理走深走实.md,P1
MAGAGR-0032-R01,MAGAGR-0032,农业农村审计 / 金融审计 / 财政与政府债务,更足的“监督分量”更多的“民生含量”,更足的“监督分量”更多的“民生含量”R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.更足的“监督分量”更多的“民生含量”.md,P0
MAGAGR-0032-R02,MAGAGR-0032,农业农村审计 / 金融审计 / 财政与政府债务,更足的“监督分量”更多的“民生含量”,更足的“监督分量”更多的“民生含量”R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.更足的“监督分量”更多的“民生含量”.md,P0
MAGAGR-0033-R01,MAGAGR-0033,农业农村审计 / 金融审计 / 财政与政府债务,监督动态,监督动态R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.监督动态.md,P1
MAGAGR-0033-R02,MAGAGR-0033,农业农村审计 / 金融审计 / 财政与政府债务,监督动态,监督动态R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.监督动态.md,P1
MAGFIN-0023-R01,MAGFIN-0023,金融审计 / 国企审计 / 监督检查与经费舞弊,税收优惠、财政补贴与企业绿色技术创新,税收优惠、财政补贴与企业绿色技术创新R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.税收优惠、财政补贴与企业绿色技术创新.md,P0
MAGFIN-0023-R02,MAGFIN-0023,金融审计 / 国企审计 / 监督检查与经费舞弊,税收优惠、财政补贴与企业绿色技术创新,税收优惠、财政补贴与企业绿色技术创新R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.税收优惠、财政补贴与企业绿色技术创新.md,P0
MAGBUD-0054-R01,MAGBUD-0054,预算执行与财政管理 / 财政与政府债务 / 绩效评价,黑龙江省财政厅：召开地方预决算公开检查工作培训会,黑龙江省财政厅：召开地方预决算公开检查工作培训会R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.黑龙江省财政厅：召开地方预 决算公开检查工作培训会.md,P1
MAGBUD-0054-R02,MAGBUD-0054,预算执行与财政管理 / 财政与政府债务 / 绩效评价,黑龙江省财政厅：召开地方预决算公开检查工作培训会,黑龙江省财政厅：召开地方预决算公开检查工作培训会R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\16.黑龙江省财政厅：召开地方预 决算公开检查工作培训会.md,P1
MAGFIN-0024-R01,MAGFIN-0024,金融审计 / 国企审计 / 监督检查与经费舞弊,PDCA循环理论在高校资金存放管理中的应用探讨,PDCA循环理论在高校资金存放管理中的应用探讨R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.PDCA循环理论在高校资金存放管理中的应用探讨.md,P0
MAGFIN-0024-R02,MAGFIN-0024,金融审计 / 国企审计 / 监督检查与经费舞弊,PDCA循环理论在高校资金存放管理中的应用探讨,PDCA循环理论在高校资金存放管理中的应用探讨R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.PDCA循环理论在高校资金存放管理中的应用探讨.md,P0
MAGSUPV-0103-R01,MAGSUPV-0103,监督检查与经费舞弊 / 全场景通用 / 金融审计,从浑水做空瑞幸和欢聚集团看新经济对审计的新要求,从浑水做空瑞幸和欢聚集团看新经济对审计的新要求R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.从浑水做空瑞幸和欢聚集团看新经济对审计的新要求.md,P0
MAGSUPV-0103-R02,MAGSUPV-0103,监督检查与经费舞弊 / 全场景通用 / 金融审计,从浑水做空瑞幸和欢聚集团看新经济对审计的新要求,从浑水做空瑞幸和欢聚集团看新经济对审计的新要求R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.从浑水做空瑞幸和欢聚集团看新经济对审计的新要求.md,P0
MAGSOC-0039-R01,MAGSOC-0039,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,内部控制视域下加强地方政府债务风险管理的对策,内部控制视域下加强地方政府债务风险管理的对策R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.内部控制视域下加强地方政府债务风险管理的对策.md,P0
MAGSOC-0039-R02,MAGSOC-0039,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,内部控制视域下加强地方政府债务风险管理的对策,内部控制视域下加强地方政府债务风险管理的对策R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.内部控制视域下加强地方政府债务风险管理的对策.md,P0
MAGFIN-0025-R01,MAGFIN-0025,金融审计 / 国企审计 / 监督检查与经费舞弊,抓早抓小抓长抓常深入推动财政内控提质增效,抓早抓小抓长抓常深入推动财政内控提质增效R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.抓早抓小抓长抓常深入推动财政内控提质增效.md,P1
MAGFIN-0025-R02,MAGFIN-0025,金融审计 / 国企审计 / 监督检查与经费舞弊,抓早抓小抓长抓常深入推动财政内控提质增效,抓早抓小抓长抓常深入推动财政内控提质增效R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.抓早抓小抓长抓常深入推动财政内控提质增效.md,P1
MAGBUD-0055-R01,MAGBUD-0055,预算执行与财政管理 / 财政与政府债务 / 绩效评价,持续推进财政内控建设的实践与思考,持续推进财政内控建设的实践与思考R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.持续推进财政内控建设的实践与思考.md,P1
MAGBUD-0055-R02,MAGBUD-0055,预算执行与财政管理 / 财政与政府债务 / 绩效评价,持续推进财政内控建设的实践与思考,持续推进财政内控建设的实践与思考R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.持续推进财政内控建设的实践与思考.md,P1
