case_id,package_sn,title,quality_score,quality_tier,linked_package_count,library_source,source_folder,source_top,source_file,scene,case_type,risk_terms,data_terms,method_terms,evidence_chain,summary
MAGCASE-0225,MAGBUD-0043,科研机构财会监督制度建设的思路与方法,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\11.科研机构财会监督制度建设的思路与方法.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志内控包,风险；内控；真实性；绩效；违法,数据；预算；资产；资金；会计,评价；关联；分析；研究；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《科研机构财会监督制度建设的思路与方法》映射为预算执行与财政管理场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0226,MAGBUD-0044,财务审查在绩效评价中的作用与应用,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\11.财务审查在绩效评价中的作用与应用.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志指标包,违规；异常；风险；超标；滞留；不合规；真实性；绩效,数据；台账；明细；合同；发票；凭证；预算；指标；审批；采购,指标；评价；评分；核查；分析；审查；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《财务审查在绩效评价中的作用与应用》映射为预算执行与财政管理场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0227,MAGBUD-0045,高校预算绩效管理一体化系统应用研究,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\11.高校预算绩效管理一体化系统应用研究.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志指标包,风险；超预算；内控；完整性；绩效,数据；清单；明细；合同；预算；决算；指标；项目库；报表；审批,规则；指标；评价；关联；测算；分析；审查；研究；体系；路径,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《高校预算绩效管理一体化系统应用研究》映射为预算执行与财政管理场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0228,MAGTAX-0014,个人所得税促进科技创新：作用路径与政策优化,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.个人所得税促进科技创新：作用路径与政策优化.md,税务审计 / 预算执行与财政管理 / 财政与政府债务,杂志指标包,风险；重复,支付；指标；资产；缴纳；税收；资金,指标；分析；研究；路径；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《个人所得税促进科技创新：作用路径与政策优化》映射为税务审计场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0229,MAGTAX-0015,产业扶持政策绩效评价难点及对策探析,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.产业扶持政策绩效评价难点及对策探析.md,税务审计 / 预算执行与财政管理 / 财政与政府债务,杂志案例算法,风险；重复；完整性；绩效,数据；预算；指标；问卷；样本；申报；税收；资金,规则；指标；评价；评分；关联；分析；研究；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《产业扶持政策绩效评价难点及对策探析》映射为税务审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0230,MAGFIN-0017,创新推动中央收入监管工作提质增效,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.创新推动中央收入监管工作提质增效.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志案例算法,风险；重复；内控,数据；预算；报表；审批；申报；税收,监测；分析；研究；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《创新推动中央收入监管工作提质增效》映射为金融审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0231,MAGTAX-0016,利用关联交易控制转让定价避税,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.利用关联交易控制转让定价避税.md,税务审计 / 预算执行与财政管理 / 财政与政府债务,杂志指标包,违规；风险；重复,支付；采购；税收；资金；会计,规则；核查；关联；分析；研究；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《利用关联交易控制转让定价避税》映射为税务审计场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0232,MAGSUPV-0089,司法会计鉴定的行政监管问题探析,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.司法会计鉴定的行政监管问题探析.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；违法,报表；审批；会计；审计报告,评价；核查；监测；分析；验证；审查；研究；体系；路径；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《司法会计鉴定的行政监管问题探析》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0233,MAGSUPV-0090,基于BSC与KPI理论视角下的财政支出绩效评价,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.基于BSC 与KPI 理论视角下的财政支出绩效评价.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,损失；绩效,数据；明细；预算；指标；问卷；采购；结算；资金；会计,指标；评价；关联；监测；分析；研究；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《基于BSC与KPI理论视角下的财政支出绩效评价》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0234,MAGSOC-0029,强化中央部门预算执行监管,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.强化中央部门预算执行监管.md,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,杂志案例算法,违规；风险；绩效；预警,数据；台账；合同；凭证；支付；预算；决算；指标；采购；资金,指标；核查；预警；分析；研究；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《强化中央部门预算执行监管》映射为民生与社保医保场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0235,MAGSOC-0030,技术改造专项资金绩效评价实践探索,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.技术改造专项资金绩效评价实践探索.md,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,杂志案例算法,重复；绩效,数据；预算；指标；问卷；样本；报表；绩效目标；申报；税收；资金,指标；评价；评分；核查；抽样；分析；体系；机制；数字化,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《技术改造专项资金绩效评价实践探索》映射为民生与社保医保场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0236,MAGSUPV-0091,探索构建财会监督常态化协同联动机制,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.探索构建财会监督常态化协同联动机制.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；风险；虚假；真实性；完整性；违法；漏洞,数据；资产；会计,穿透；监测；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《探索构建财会监督常态化协同联动机制》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0237,MAGBUD-0046,新时代国有媒体单位预算绩效评价指标体系研究,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.新时代国有媒体单位预算绩效评价指标体系研究.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志指标包,虚假；低效；绩效,数据；预算；指标；采购；绩效目标；资产；资金；会计,指标；评价；评分；分析；验证；审查；研究；体系；路径；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《新时代国有媒体单位预算绩效评价指标体系研究》映射为预算执行与财政管理场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0238,MAGSUPV-0092,编制虚假财务报告骗取高新技术资格,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.编制虚假财务报告骗取高新技术资格.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志指标包,违规；舞弊；虚假；违法,凭证；流水；指标；报表；资产；申报；税收；会计；审计报告,指标；分析；验证；审查；研究；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《编制虚假财务报告骗取高新技术资格》映射为监督检查与经费舞弊场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0239,MAGSUPV-0093,虚构采购业务虚增营业成本,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.虚构采购业务虚增营业成本.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；风险；虚假；内控；真实性；完整性；违法；漏洞,数据；合同；支付；流水；审批；采购；结算；资金；会计,穿透；关联；验证；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《虚构采购业务虚增营业成本》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0240,MAGFIN-0018,“资产减值准备”成为企业利润的“调节器”,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.“资产减值准备”成为企业利润的“调节器”.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志指标包,违规；风险；虚假；缺陷；真实性；绩效；失真,指标；报表；审批；资产；会计,指标；关联；分析；审查,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《“资产减值准备”成为企业利润的“调节器”》映射为金融审计场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0241,MAGAGR-0024,乡镇财政资金监管问题及策略探究,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.乡镇财政资金监管问题及策略探究.md,农业农村审计 / 金融审计 / 财政与政府债务,杂志案例算法,风险；超标；超预算；闲置；内控；绩效；预警；腐败,数据；支付；预算；项目库；审批；申报；资金,比对；预警；研究；机制；大数据,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《乡镇财政资金监管问题及策略探究》映射为农业农村审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0242,MAGSUPV-0094,从《注册会计师法修订草案(征求意见稿)》看财会监督变化,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.从《注册会计师法修订草案(征求意见稿)》 看财会监督变化.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,违规；风险；舞弊；虚假；损失；真实性；完整性；违法,数据；合同；报表；审批；资产；会计；审计报告,规则；评价；监测；分析；审查；研究；体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《从《注册会计师法修订草案(征求意见稿)》看财会监督变化》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0243,MAGAGR-0025,健全我国财政资金直达监管机制的思考,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.健全我国财政资金直达监管机制的思考.md,农业农村审计 / 金融审计 / 财政与政府债务,杂志案例算法,违规；挪用；低效；闲置；截留；完整性；绩效；预警,数据；台账；明细；支付；预算；决算；指标；项目库；保单；审批,规则；指标；评价；核查；预警；识别；分析；研究；体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《健全我国财政资金直达监管机制的思考》映射为农业农村审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0244,MAGSUPV-0095,儒家文化与审计质量研究,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.儒家文化与审计质量研究.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,异常；风险；重复；真实性；错报,数据；支付；指标；样本；报表；资产；会计；审计报告,模型；指标；回归；识别；分析；验证；研究；体系；路径；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《儒家文化与审计质量研究》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0245,MAGFIN-0019,全面推动债务监管工作提质增效,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.全面推动债务监管工作提质增效.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志案例算法,违规；风险；闲置；绩效；预警；违法,数据；清单；预算；指标；报表；审批；资金,指标；核查；穿透；预警；监测；分析；研究；体系；机制；大数据,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《全面推动债务监管工作提质增效》映射为金融审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0246,MAGFIN-0020,关于加强地方预算执行和财政收支管理的思考,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.关于加强地方预算执行和财政收支管理的思考.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志案例算法,违规；风险；重复；低效；闲置；滞留；内控；不合规；完整性；绩效,数据；清单；合同；支付；预算；决算；指标；项目库；审批；采购,算法；指标；评价；核查；穿透；预警；监测；测算；分析；审查,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《关于加强地方预算执行和财政收支管理的思考》映射为金融审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0247,MAGTAX-0017,关于钢铁企业绿色创新绩效评价体系的探讨与应用,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.关于钢铁企业绿色创新绩效评价体系的探讨与应用.md,税务审计 / 预算执行与财政管理 / 财政与政府债务,杂志案例算法,重复；绩效,数据；指标；报表；资产；能耗；税收；资金,规则；指标；评价；分析；研究；体系；机制；方法；数字化,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《关于钢铁企业绿色创新绩效评价体系的探讨与应用》映射为税务审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0248,MAGSOC-0031,基层预算绩效管理改革的创新实践,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.基层预算绩效管理改革的创新实践.md,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,杂志案例算法,风险；损失；低效；闲置；完整性；绩效,数据；预算；决算；指标；项目库；报表；采购；绩效目标；资产；申报,规则；指标；评价；核查；关联；测算；分析；体系；路径；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《基层预算绩效管理改革的创新实践》映射为民生与社保医保场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0249,MAGTAX-0018,基建延期“转固”隐匿经营亏损,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.基建延期“转固”隐匿经营亏损.md,税务审计 / 预算执行与财政管理 / 财政与政府债务,杂志指标包,违规；舞弊；超概算；绩效；失真,数据；明细；预算；决算；指标；报表；审批；结算；资产；税收,指标；核查；分析；审查；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《基建延期“转固”隐匿经营亏损》映射为税务审计场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0250,MAGSUPV-0096,构建协同高效财会监督机制的理论思维与路径研究,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.构建协同高效财会监督机制的理论思维与路径研究.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；异常；风险；舞弊；重复；超标；超预算；低效；内控；缺陷,数据；清单；支付；预算；决算；指标；项目库；审批；采购；投标,算法；规则；指标；评价；比对；关联；预警；监测；识别；分析,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《构建协同高效财会监督机制的理论思维与路径研究》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0251,MAGSUPV-0097,进一步提升财政部门财会监督效能的思考,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\13.进一步提升财政部门财会监督效能的思考.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；异常；风险；舞弊；虚假；重复；内控；不合规；真实性；完整性,数据；清单；支付；预算；决算；指标；审批；采购；资产；税收,算法；规则；指标；评价；比对；核查；穿透；预警；监测；识别,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《进一步提升财政部门财会监督效能的思考》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0252,MAGAGR-0026,以跟踪评价模式探索提升财会监督工作质效,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.以跟踪评价模式探索提升财会监督工作质效.md,农业农村审计 / 金融审计 / 财政与政府债务,杂志案例算法,违规；风险；挪用；损失；闲置；截留；内控；完整性；绩效；偏离,数据；台账；清单；凭证；支付；预算；指标；保单；样本；审批,算法；规则；指标；评价；比对；核查；穿透；预警；分析；审查,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《以跟踪评价模式探索提升财会监督工作质效》映射为农业农村审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0253,MAGSUPV-0098,吉林省财政厅：预算绩效管理建设跑出“加速度”,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.吉林省财政厅：预算绩效管理 建设跑出“加速度”.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；风险；内控；完整性；绩效；偏离；预警；违法,数据；清单；预算；决算；指标；报表；采购；结算；绩效目标；资产,算法；指标；评价；核查；预警；测算；分析；研究；体系；路径,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《吉林省财政厅：预算绩效管理建设跑出“加速度”》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0254,MAGSUPV-0099,多个账户长期未纳入法定账簿核算,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.多个账户长期未纳入法定账簿核算.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；闲置；内控；真实性；完整性；预警；违法；隐患；漏洞；腐败,支付；流水；结算；缴纳；资金；会计,预警；识别；分析；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《多个账户长期未纳入法定账簿核算》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0255,MAGFIN-0021,实际控制人侵占上市公司利益,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.实际控制人侵占上市公司利益.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志案例算法,违规；风险；违法,数据；清单；合同；发票；凭证；支付；报表；采购；结算；资产,核查；关联；识别；测算；分析；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《实际控制人侵占上市公司利益》映射为金融审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0256,MAGTAX-0019,山东威海火炬高技术产业开发区：稳步推进预算绩效管理工作,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.山东威海火炬高技术产业开发 区：稳步推进预算绩效管理工作.md,税务审计 / 预算执行与财政管理 / 财政与政府债务,杂志指标包,违规；风险；内控；绩效；偏离；违法；隐患,数据；清单；支付；预算；指标；项目库；采购；绩效目标；资产；申报,指标；评价；核查；分析；研究；体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《山东威海火炬高技术产业开发区：稳步推进预算绩效管理工作》映射为税务审计场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0257,MAGBUD-0047,山东青岛：打造“四三二一”模式,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.山东青岛：打造“四三二一”模式.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志指标包,违规；异常；绩效；漏洞；腐败,数据；清单；预算；决算；指标；采购；绩效目标；资金；会计,指标；评价；核查；体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《山东青岛：打造“四三二一”模式》映射为预算执行与财政管理场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0258,MAGBUD-0048,江苏苏州：正式建立财政监督基层联系点制度,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.江苏苏州：正式建立财政监督 基层联系点制度.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志内控包,违规；风险；闲置；缺陷；绩效；隐患；漏洞,数据；预算；指标；结算；资金,规则；指标；评价；分析；研究；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《江苏苏州：正式建立财政监督基层联系点制度》映射为预算执行与财政管理场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0259,MAGFIN-0022,法人大户融资风险敏捷审计研究,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.法人大户融资风险敏捷审计研究.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志案例算法,违规；异常；风险；损失；不合规；完整性；预警；违法；失真；隐患,数据；清单；明细；指标；样本；审批；资产；资金；审计报告,模型；指标；评价；核查；关联；抽样；预警；监测；识别；分析,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《法人大户融资风险敏捷审计研究》映射为金融审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0260,MAGBUD-0049,精准把脉户外资产数字赋能高效监管,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.精准把脉户外资产数字赋能高效监管.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志案例算法,异常；预警；违法,数据；资产；资金,预警；监测；识别；检测；体系；数字化,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《精准把脉户外资产数字赋能高效监管》映射为预算执行与财政管理场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0261,MAGSOC-0032,肃清“微腐败”强化惠民惠农财政补贴资金监管,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.肃清“微腐败”强化惠民惠农财政补贴资金监管.md,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,杂志案例算法,违规；风险；重复；挪用；损失；截留；违法；错报；漏洞；腐败,数据；台账；明细；凭证；报表；审批；资金；会计,规则；比对；核查；分析；审查；机制；方法；大数据,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《肃清“微腐败”强化惠民惠农财政补贴资金监管》映射为民生与社保医保场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0262,MAGSOC-0033,财政支出培训项目绩效评价指标体系构建研究,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.财政支出培训项目绩效评价指标体系构建研究.md,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,杂志案例算法,真实性；完整性；绩效,数据；预算；指标；问卷；资金；会计,模型；指标；评价；评分；核查；分析；研究；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《财政支出培训项目绩效评价指标体系构建研究》映射为民生与社保医保场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0263,MAGSUPV-0100,财政部宁波监管局：“五步法”督促会计师事务所提升执业质,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.财政部宁波监管局：“五步法” 督促会计师事务所提升执业质.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,风险；低效；内控；完整性；绩效,预算；项目库；样本；审批；绩效目标；资产；资金；会计,评价；关联；识别；测算；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《财政部宁波监管局：“五步法”督促会计师事务所提升执业质》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0264,MAGBUD-0050,“三高三全”推进内控建设加力提升财政监管质效,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.“三高三全”推进内控建设加力提升财政监管质效.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志内控包,风险；损失；内控；隐患；漏洞,合同；预算；采购；资产,核查；研究；体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《“三高三全”推进内控建设加力提升财政监管质效》映射为预算执行与财政管理场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0265,MAGBUD-0051,“四举措”做好驻粤中央行政事业单位内部控制报告喝茶工作,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.“四举措”做好驻粤中央行政事业单位内部控制报告喝茶工作.md,预算执行与财政管理 / 财政与政府债务 / 绩效评价,杂志案例算法,风险；完整性；漏洞,数据；台账；清单；合同；凭证；预算；指标；报表；采购；资产,指标；评价；比对；核查；分析；验证；体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《“四举措”做好驻粤中央行政事业单位内部控制报告喝茶工作》映射为预算执行与财政管理场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0266,MAGSOC-0034,公立医院内部控制信息化体系研究,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.公立医院内部控制信息化体系研究.md,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,杂志案例算法,违规；风险；舞弊；超标；损失；内控；缺陷；真实性；绩效；腐败,数据；明细；合同；凭证；支付；预算；决算；指标；审批；采购,指标；评价；关联；识别；分析；验证；研究；体系；路径；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《公立医院内部控制信息化体系研究》映射为民生与社保医保场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0267,MAGAGR-0027,县级财政支持乡村振兴面临的困难及建议,84,B,1,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.县级财政支持乡村振兴面临的困难及建议.md,农业农村审计 / 金融审计 / 财政与政府债务,杂志案例算法,违规；异常；风险；重复；超预算；挪用；损失；低效；闲置；截留,数据；台账；清单；明细；支付；预算；决算；指标；项目库；审批,指标；评价；核查；预警；监测；分析；研究；体系；路径；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《县级财政支持乡村振兴面临的困难及建议》映射为农业农村审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
