optimized_sn,previous_optimized_sn,sn,name,type,priority,complexity,quality_score,quality_tier,curation_status,scene,biz_line,risk_mechanism,assigned_agents,library_source,source_title,topic,source_file,audit_goal,data_dependencies,output_type,duplicate_merged_count,related_candidates
OPTSUPV-0054,OPTSUPV-0054,MAGSUPV-0063,聚焦风险护航年报案例检测算法,杂志案例算法,P0,L3,99,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川注册会计师/监督检查与经费舞弊,异常性,review_sentinel / data_scout,magazine_435_articles,聚焦风险护航年报,聚焦风险护航年报,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\026.聚焦风险护航年报.md,基于杂志案例《聚焦风险护航年报》提炼“聚焦风险护航年报”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,聚焦风险护航年报疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0055,OPTSUPV-0055,SUPVV6D-037,行政事业单位内部控制体系建设全流程操作指南-常用的风险应对策略及内部控制方法检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,ocr_55_books_deep,行政事业单位内部控制体系建设全流程操作指南,常用的风险应对策略及内部控制方法,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设全流程操作指南.pdf.md,基于《行政事业单位内部控制体系建设全流程操作指南》中“常用的风险应对策略及内部控制方法”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；采购公告；投标文件,常用的风险应对策略及内部控制方法疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0056,OPTSUPV-0056,PERFV6D-061,行政事业单位内部控制建设原理与操作实务-行政事业单位内部控制的方法检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,绩效偏离,review_sentinel / data_scout,ocr_55_books_deep,行政事业单位内部控制建设原理与操作实务,行政事业单位内部控制的方法,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制建设原理与操作实务.pdf.md,基于《行政事业单位内部控制建设原理与操作实务》中“行政事业单位内部控制的方法”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,行政事业单位内部控制的方法疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0057,OPTSUPV-0057,MAGSUPV-0068,数字治理时代我国审计法治发展研究案例检测算法,杂志案例算法,P0,L3,98,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,审计观察/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,数字治理时代我国审计法治发展研究,数字治理时代我国审计法治发展研究,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\14.数字治理时代我国审计法治发展研究.md,基于杂志案例《数字治理时代我国审计法治发展研究》提炼“数字治理时代我国审计法治发展研究”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,数字治理时代我国审计法治发展研究疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0058,OPTSUPV-0058,MAGSUPV-0081,013深化绩效改革与财会监督贯通协调的探讨案例检测算法,杂志案例算法,P0,L3,96,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,013深化绩效改革与财会监督贯通协调的探讨,013深化绩效改革与财会监督贯通协调的探讨,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\013深化绩效改革与财会监督贯通协调的探讨.md,基于杂志案例《013深化绩效改革与财会监督贯通协调的探讨》提炼“013深化绩效改革与财会监督贯通协调的探讨”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；绩效目标表；绩效评价指标；产出效果数据；内控制度；会计凭证；工作底稿,013深化绩效改革与财会监督贯通协调的探讨疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0059,OPTSUPV-0059,MAGSUPV-0123,不断深化认识努力提升财会监督质效案例检测算法,杂志案例算法,P0,L3,96,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,不断深化认识努力提升财会监督质效,不断深化认识努力提升财会监督质效,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\6.不断深化认识努力提升财会监督质效.md,基于杂志案例《不断深化认识努力提升财会监督质效》提炼“不断深化认识努力提升财会监督质效”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,不断深化认识努力提升财会监督质效疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0060,OPTSUPV-0060,MAGSUPV-0122,围绕中心任务聚焦核心职能推动财会监督工作高质量发展案例检测算法,杂志案例算法,P0,L3,96,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,真实性,review_sentinel / data_scout,magazine_435_articles,围绕中心任务聚焦核心职能推动财会监督工作高质量发展,围绕中心任务聚焦核心职能推动财会监督工作高质量发展,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\5.围绕中心任务聚焦核心职能推动财会监督工作高质量发展.md,基于杂志案例《围绕中心任务聚焦核心职能推动财会监督工作高质量发展》提炼“围绕中心任务聚焦核心职能推动财会监督工作高质量发展”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,围绕中心任务聚焦核心职能推动财会监督工作高质量发展疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0061,OPTSUPV-0061,MAGSUPV-0091,探索构建财会监督常态化协同联动机制案例检测算法,杂志案例算法,P0,L3,95,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,探索构建财会监督常态化协同联动机制,探索构建财会监督常态化协同联动机制,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.探索构建财会监督常态化协同联动机制.md,基于杂志案例《探索构建财会监督常态化协同联动机制》提炼“探索构建财会监督常态化协同联动机制”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,探索构建财会监督常态化协同联动机制疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0062,OPTSUPV-0062,MAGSUPV-0061,一名老审计人的自白：我为什么要亲手开发一套管理系统案例检测算法,杂志案例算法,P1,L3,94,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川注册会计师/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,一名老审计人的自白：我为什么要亲手开发一套管理系统,一名老审计人的自白：我为什么要亲手开发一套管理系统,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\025.一名老审计人的自白：我为什么要亲手开发一套管理系统.md,基于杂志案例《一名老审计人的自白：我为什么要亲手开发一套管理系统》提炼“一名老审计人的自白：我为什么要亲手开发一套管理系统”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,一名老审计人的自白：我为什么要亲手开发一套管理系统疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0063,OPTSUPV-0063,MAGSUPV-0093,虚构采购业务虚增营业成本案例检测算法,杂志案例算法,P1,L3,94,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,虚构采购业务虚增营业成本,虚构采购业务虚增营业成本,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.虚构采购业务虚增营业成本.md,基于杂志案例《虚构采购业务虚增营业成本》提炼“虚构采购业务虚增营业成本”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,虚构采购业务虚增营业成本疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0064,OPTSUPV-0064,MAGSUPV-0102,调节成本操控业绩案例检测算法,杂志案例算法,P1,L3,94,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,调节成本操控业绩,调节成本操控业绩,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.调节成本操控业绩.md,基于杂志案例《调节成本操控业绩》提炼“调节成本操控业绩”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,调节成本操控业绩疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0065,OPTSUPV-0065,MAGSUPV-0100,财政部宁波监管局：“五步法”督促会计师事务所提升执业质案例检测算法,杂志案例算法,P1,L3,94,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,财政部宁波监管局：“五步法”督促会计师事务所提升执业质,财政部宁波监管局：“五步法”督促会计师事务所提升执业质,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.财政部宁波监管局：“五步法” 督促会计师事务所提升执业质.md,基于杂志案例《财政部宁波监管局：“五步法”督促会计师事务所提升执业质》提炼“财政部宁波监管局：“五步法”督促会计师事务所提升执业质”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,财政部宁波监管局：“五步法”督促会计师事务所提升执业质疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0066,OPTSUPV-0066,MAGSUPV-0034,中国会计报》会计师事务所透明度建设迈出关键一步案例检测算法,杂志案例算法,P1,L3,91,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川注册会计师/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,《中国会计报》会计师事务所透明度建设迈出关键一步,中国会计报》会计师事务所透明度建设迈出关键一步,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\016.《中国会计报》会计师事务所透明度建设迈出关键一步.md,基于杂志案例《《中国会计报》会计师事务所透明度建设迈出关键一步》提炼“中国会计报》会计师事务所透明度建设迈出关键一步”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,中国会计报》会计师事务所透明度建设迈出关键一步疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0067,OPTSUPV-0067,MAGSUPV-0115,凝心聚力以财政新作为新担当推动高质量发展案例检测算法,杂志案例算法,P1,L3,91,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,真实性,review_sentinel / data_scout,magazine_435_articles,凝心聚力以财政新作为新担当推动高质量发展,凝心聚力以财政新作为新担当推动高质量发展,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.凝心聚力以财政新作为新担当推动高质量发展.md,基于杂志案例《凝心聚力以财政新作为新担当推动高质量发展》提炼“凝心聚力以财政新作为新担当推动高质量发展”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,凝心聚力以财政新作为新担当推动高质量发展疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0068,OPTSUPV-0068,MAGSUPV-0020,四川省注册会计师行业信息化建设现状与对策案例检测算法,杂志案例算法,P1,L3,91,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川注册会计师/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,四川省注册会计师行业信息化建设现状与对策,四川省注册会计师行业信息化建设现状与对策,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\011.四川省注册会计师行业 信息化建设现状与对策.md,基于杂志案例《四川省注册会计师行业信息化建设现状与对策》提炼“四川省注册会计师行业信息化建设现状与对策”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,四川省注册会计师行业信息化建设现状与对策疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0069,OPTSUPV-0069,MAGSUPV-0008,奋力谱写注册会计师行业服务中国式现代化新篇章案例检测算法,杂志案例算法,P1,L3,91,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川注册会计师/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,奋力谱写注册会计师行业服务中国式现代化新篇章,奋力谱写注册会计师行业服务中国式现代化新篇章,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\001.奋力谱写注册会计师行业服务中国式现代化新篇章.md,基于杂志案例《奋力谱写注册会计师行业服务中国式现代化新篇章》提炼“奋力谱写注册会计师行业服务中国式现代化新篇章”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,奋力谱写注册会计师行业服务中国式现代化新篇章疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0070,OPTSUPV-0070,MAGSUPV-0031,三大新态势凸显监管加码打击财务造假案例检测算法,杂志案例算法,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川注册会计师/监督检查与经费舞弊,真实性,review_sentinel / data_scout,magazine_435_articles,三大新态势凸显监管加码打击财务造假,三大新态势凸显监管加码打击财务造假,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\015.三大新态势凸显监管加码打击财务造假.md,基于杂志案例《三大新态势凸显监管加码打击财务造假》提炼“三大新态势凸显监管加码打击财务造假”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,三大新态势凸显监管加码打击财务造假疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0071,OPTSUPV-0071,PERFV6D-057,内部控制审计实务指南-内部控制审计程序检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,绩效偏离,review_sentinel / data_scout,ocr_55_books_deep,内部控制审计实务指南,内部控制审计程序,E:\2026\审计方法&政策文件\_ocr_output\通用\内部控制审计实务指南.pdf.md,基于《内部控制审计实务指南》中“内部控制审计程序”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；采购公告；投标文件,内部控制审计程序疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0072,OPTSUPV-0072,SUPVV6D-004,国家治理导向的政府审计-政府审计理论体系的分析框架检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,ocr_55_books_deep,国家治理导向的政府审计,政府审计理论体系的分析框架,E:\2026\审计方法&政策文件\_ocr_output\通用\国家治理导向的政府审计.pdf.md,基于《国家治理导向的政府审计》中“政府审计理论体系的分析框架”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,政府审计理论体系的分析框架疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0073,OPTSUPV-0073,SUPVV6D-009,国家治理导向的政府审计-内控缺陷矩阵检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,ocr_55_books_deep,国家治理导向的政府审计,内控缺陷矩阵,E:\2026\审计方法&政策文件\_ocr_output\通用\国家治理导向的政府审计.pdf.md,基于《国家治理导向的政府审计》中“内控缺陷矩阵”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,内控缺陷矩阵疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0074,OPTSUPV-0074,MAGSUPV-0099,多个账户长期未纳入法定账簿核算案例检测算法,杂志案例算法,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,多个账户长期未纳入法定账簿核算,多个账户长期未纳入法定账簿核算,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.多个账户长期未纳入法定账簿核算.md,基于杂志案例《多个账户长期未纳入法定账簿核算》提炼“多个账户长期未纳入法定账簿核算”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,多个账户长期未纳入法定账簿核算疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0075,OPTSUPV-0075,SUPVV6D-027,政府审计学-多源数据勾稽检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,ocr_55_books_deep,政府审计学,多源数据勾稽,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md,基于《政府审计学》中“多源数据勾稽”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,多源数据勾稽疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0076,OPTSUPV-0076,SUPVV6D-040,行政事业单位内部控制体系建设全流程操作指南-预算控制/41检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,ocr_55_books_deep,行政事业单位内部控制体系建设全流程操作指南,预算控制/41,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设全流程操作指南.pdf.md,基于《行政事业单位内部控制体系建设全流程操作指南》中“预算控制/41”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算控制/41疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0077,OPTSUPV-0077,SUPVV6D-044,行政事业单位内部控制体系建设实操手册-内部控制实施方法论体系检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,ocr_55_books_deep,行政事业单位内部控制体系建设实操手册,内部控制实施方法论体系,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设实操手册.pdf.md,基于《行政事业单位内部控制体系建设实操手册》中“内部控制实施方法论体系”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,内部控制实施方法论体系疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0078,OPTSUPV-0078,SUPVV6D-047,行政事业单位内部控制体系建设实操手册-内部控制实施方法论的核心理念是专业化、标准化检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,ocr_55_books_deep,行政事业单位内部控制体系建设实操手册,内部控制实施方法论的核心理念是专业化、标准化,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设实操手册.pdf.md,基于《行政事业单位内部控制体系建设实操手册》中“内部控制实施方法论的核心理念是专业化、标准化”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,内部控制实施方法论的核心理念是专业化、标准化疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0079,OPTSUPV-0079,PERFV6D-064,行政事业单位内部控制建设原理与操作实务-预算业务控制建设检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,绩效偏离,review_sentinel / data_scout,ocr_55_books_deep,行政事业单位内部控制建设原理与操作实务,预算业务控制建设,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制建设原理与操作实务.pdf.md,基于《行政事业单位内部控制建设原理与操作实务》中“预算业务控制建设”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算业务控制建设疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTSUPV-0080,OPTSUPV-0080,PERFV6D-069,行政事业单位内部控制建设原理与操作实务-数据质量检查检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,绩效偏离,review_sentinel / data_scout,ocr_55_books_deep,行政事业单位内部控制建设原理与操作实务,数据质量检查,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制建设原理与操作实务.pdf.md,基于《行政事业单位内部控制建设原理与操作实务》中“数据质量检查”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,数据质量检查疑点清单、风险等级、命中规则、涉及金额、核查建议,2,SUPVV6D-014；PERFV6D-074
OPTSUPV-0081,OPTSUPV-0081,MAGSUPV-0052,拥抱AI驱动未来案例检测算法,杂志案例算法,P1,L3,83,B,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川注册会计师/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,拥抱AI驱动未来,拥抱AI驱动未来,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.拥抱AI驱动未来.md,基于杂志案例《拥抱AI驱动未来》提炼“拥抱AI驱动未来”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,拥抱AI驱动未来疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0082,OPTSUPV-0082,MAGSUPV-0016,2025年“注协杯”四川省大学生会计技能大赛圆满落幕案例检测算法,杂志案例算法,P1,L3,79,B,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川注册会计师/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,2025年“注协杯”四川省大学生会计技能大赛圆满落幕,2025年“注协杯”四川省大学生会计技能大赛圆满落幕,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\010.2025年“注协杯”四川省大学生会计技能大赛圆满落幕.md,基于杂志案例《2025年“注协杯”四川省大学生会计技能大赛圆满落幕》提炼“2025年“注协杯”四川省大学生会计技能大赛圆满落幕”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,2025年“注协杯”四川省大学生会计技能大赛圆满落幕疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0083,OPTSUPV-0083,MAGSUPV-0029,省注协一月份主要工作动态案例检测算法,杂志案例算法,P1,L3,75,B,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川注册会计师/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,省注协一月份主要工作动态,省注协一月份主要工作动态,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\014.省注协一月份主要工作动态.md,基于杂志案例《省注协一月份主要工作动态》提炼“省注协一月份主要工作动态”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,省注协一月份主要工作动态疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTTAX-0001,OPTTAX-0001,MAGTAX-0006,005财政内部控制建设述评与展望案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,magazine_435_articles,005财政内部控制建设述评与展望,005财政内部控制建设述评与展望,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\005财政内部控制建设述评与展望.md,基于杂志案例《005财政内部控制建设述评与展望》提炼“005财政内部控制建设述评与展望”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；纳税申报表；发票明细；税收优惠台账,005财政内部控制建设述评与展望疑点清单、命中规则、风险等级、证据链、核查建议,,
