sn,name,type,package_kind,priority,complexity,scene,biz_line,risk_mechanism,assigned_agents,source_kind,source_top,source_title,topic,merge_action,audit_goal,data_dependencies,output_type,source_file
ECONV6D-042,基层审计业务操作规程-审计案例规则化检测算法,算法候选,algorithm,P1,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,基层审计业务操作规程,审计案例规则化,新增,基于《基层审计业务操作规程》中“审计案例规则化”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；会议纪要；三重一大事项,审计案例规则化疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\基层审计业务操作规程.pdf.md
ECONV6D-043,基层审计业务操作规程-数据质量检查内控核查包,内控包,control_pack,P1,L2,全场景通用 / 监督检查与经费舞弊 / 预算执行与财政管理,通用/全场景通用,合规性,data_scout / workpaper_crafter,book,通用,基层审计业务操作规程,数据质量检查,新增,基于《基层审计业务操作规程》中“数据质量检查”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；会议纪要；三重一大事项,数据质量检查控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\通用\基层审计业务操作规程.pdf.md
ECONV6D-044,基层审计业务操作规程-多源数据勾稽规则包,规则包,rule_pack,P1,L2,全场景通用 / 监督检查与经费舞弊 / 预算执行与财政管理,通用/全场景通用,合规性,data_scout / workpaper_crafter,book,通用,基层审计业务操作规程,多源数据勾稽,新增,基于《基层审计业务操作规程》中“多源数据勾稽”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；会议纪要；三重一大事项,多源数据勾稽规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\基层审计业务操作规程.pdf.md
SOEV6D-008,审计专题教学案例精选-银河科技：审计独立性问题分析检测算法,算法候选,algorithm,P0,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,审计专题教学案例精选,银河科技：审计独立性问题分析,新增,基于《审计专题教学案例精选》中“银河科技：审计独立性问题分析”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,银河科技：审计独立性问题分析疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\审计专题教学案例精选.pdf.md
SOEV6D-009,审计专题教学案例精选-内部控制、公司治理与内部审计相关的案例规则包,规则包,rule_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,审计专题教学案例精选,内部控制、公司治理与内部审计相关的案例,新增,基于《审计专题教学案例精选》中“内部控制、公司治理与内部审计相关的案例”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,内部控制、公司治理与内部审计相关的案例规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\审计专题教学案例精选.pdf.md
SOEV6D-010,审计专题教学案例精选-A事业单位构建财政预算项目绩效评价体系的实践·….…指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,通用/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,通用,审计专题教学案例精选,A事业单位构建财政预算项目绩效评价体系的实践·….…,新增,基于《审计专题教学案例精选》中“A事业单位构建财政预算项目绩效评价体系的实践·….…”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,A事业单位构建财政预算项目绩效评价体系的实践·….…指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\审计专题教学案例精选.pdf.md
SOEV6D-011,审计专题教学案例精选-审计专题教学案例精选.pdf检测算法,算法候选,algorithm,P1,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,审计专题教学案例精选,审计专题教学案例精选.pdf,新增,基于《审计专题教学案例精选》中“审计专题教学案例精选.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,审计专题教学案例精选.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\审计专题教学案例精选.pdf.md
SOEV6D-012,审计专题教学案例精选-与现代审计理论相关的案例内控核查包,内控包,control_pack,P1,L2,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,合规性,data_scout / workpaper_crafter,book,通用,审计专题教学案例精选,与现代审计理论相关的案例,新增,基于《审计专题教学案例精选》中“与现代审计理论相关的案例”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,与现代审计理论相关的案例控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\通用\审计专题教学案例精选.pdf.md
SOEV6D-013,审计专题教学案例精选-银广夏事件：风险导向审计引人中国的导火线规则包,规则包,rule_pack,P1,L2,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,合规性,data_scout / workpaper_crafter,book,通用,审计专题教学案例精选,银广夏事件：风险导向审计引人中国的导火线,新增,基于《审计专题教学案例精选》中“银广夏事件：风险导向审计引人中国的导火线”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,银广夏事件：风险导向审计引人中国的导火线规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\审计专题教学案例精选.pdf.md
SOEV6D-014,审计专题教学案例精选-宏盛科技：公司治理问题分析指标包,指标包,indicator_pack,P1,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,审计专题教学案例精选,宏盛科技：公司治理问题分析,新增,基于《审计专题教学案例精选》中“宏盛科技：公司治理问题分析”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,宏盛科技：公司治理问题分析指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\审计专题教学案例精选.pdf.md
FINV6D-001,审计案例-内部控制审计案例…检测算法,算法候选,algorithm,P0,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,审计案例,内部控制审计案例…,新增,基于《审计案例》中“内部控制审计案例…”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告；投标文件；供应商信息；中标合同；农户信息,内部控制审计案例…疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
FINV6D-002,审计案例-绩效审计案例规则包,规则包,rule_pack,P1,L2,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,合规性,data_scout / workpaper_crafter,book,通用,审计案例,绩效审计案例,新增,基于《审计案例》中“绩效审计案例”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；采购公告；投标文件,绩效审计案例规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
FINV6D-003,审计案例-经济责任审计案例·…·指标包,指标包,indicator_pack,P1,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,审计案例,经济责任审计案例·…·,新增,基于《审计案例》中“经济责任审计案例·…·”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；会议纪要；三重一大事项；责任人岗位信息；采购公告；投标文件,经济责任审计案例·…·指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
FINV6D-004,审计案例-审计案例.pdf检测算法,算法候选,algorithm,P1,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,审计案例,审计案例.pdf,新增,基于《审计案例》中“审计案例.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告；投标文件；供应商信息；中标合同；农户信息,审计案例.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
FINV6D-005,审计案例-本教材的审计案例突显审计专业理论教学中的知识点。审计实例内控核查包,内控包,control_pack,P1,L2,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,合规性,data_scout / workpaper_crafter,book,通用,审计案例,本教材的审计案例突显审计专业理论教学中的知识点。审计实例,新增,基于《审计案例》中“本教材的审计案例突显审计专业理论教学中的知识点。审计实例”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告；投标文件；供应商信息；中标合同；农户信息,本教材的审计案例突显审计专业理论教学中的知识点。审计实例控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
FINV6D-006,审计案例-本教材的教学案例均来源于审计实务界真实的案例。为了增强现规则包,规则包,rule_pack,P1,L2,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,合规性,data_scout / workpaper_crafter,book,通用,审计案例,本教材的教学案例均来源于审计实务界真实的案例。为了增强现,新增,基于《审计案例》中“本教材的教学案例均来源于审计实务界真实的案例。为了增强现”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告；投标文件；供应商信息；中标合同；农户信息,本教材的教学案例均来源于审计实务界真实的案例。为了增强现规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
FINV6D-007,审计案例-教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部指标包,指标包,indicator_pack,P1,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,审计案例,教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部,新增,基于《审计案例》中“教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告；投标文件；供应商信息；中标合同；农户信息,教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
SUPVV6D-011,政府审计-审计证据链抽取检测算法,算法候选,algorithm,P0,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计,审计证据链抽取,新增,基于《政府审计》中“审计证据链抽取”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,审计证据链抽取疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-012,政府审计-内控缺陷矩阵规则包,规则包,rule_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,政府审计,内控缺陷矩阵,新增,基于《政府审计》中“内控缺陷矩阵”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,内控缺陷矩阵规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-013,政府审计-审计案例规则化指标包,指标包,indicator_pack,P1,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,政府审计,审计案例规则化,新增,基于《政府审计》中“审计案例规则化”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,审计案例规则化指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-014,政府审计-数据质量检查检测算法,算法候选,algorithm,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计,数据质量检查,新增,基于《政府审计》中“数据质量检查”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,数据质量检查疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-015,政府审计-多源数据勾稽内控核查包,内控包,control_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,政府审计,多源数据勾稽,新增,基于《政府审计》中“多源数据勾稽”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,多源数据勾稽控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-016,政府审计-审计报告问题归集规则包,规则包,rule_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,政府审计,审计报告问题归集,新增,基于《政府审计》中“审计报告问题归集”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,审计报告问题归集规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-017,政府审计-法规依据匹配指标包,指标包,indicator_pack,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计,法规依据匹配,新增,基于《政府审计》中“法规依据匹配”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,法规依据匹配指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-018,政府审计-风险画像预警证据链包,证据包,evidence_pack,P1,L4,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计,风险画像预警,新增,基于《政府审计》中“风险画像预警”相关内容，贯通审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,风险画像预警证据链节点、证据缺口、访谈对象、底稿索引、结论边界,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-019,政府审计学-审计项目计划管理检测算法,算法候选,algorithm,P0,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计学,审计项目计划管理,新增,基于《政府审计学》中“审计项目计划管理”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,审计项目计划管理疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-020,政府审计学-政府审计业务统计管理规则包,规则包,rule_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,政府审计学,政府审计业务统计管理,新增,基于《政府审计学》中“政府审计业务统计管理”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,政府审计业务统计管理规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-021,政府审计学-审计工作底稿和审计档案管理指标包,指标包,indicator_pack,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计学,审计工作底稿和审计档案管理,新增,基于《政府审计学》中“审计工作底稿和审计档案管理”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,审计工作底稿和审计档案管理指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-022,政府审计学-政策措施落实情况审计的主要方法检测算法,算法候选,algorithm,P1,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,政府审计学,政策措施落实情况审计的主要方法,新增,基于《政府审计学》中“政策措施落实情况审计的主要方法”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,政策措施落实情况审计的主要方法疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-023,政府审计学-审计证据链抽取内控核查包,内控包,control_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,政府审计学,审计证据链抽取,新增,基于《政府审计学》中“审计证据链抽取”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,审计证据链抽取控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-024,政府审计学-内控缺陷矩阵规则包,规则包,rule_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,政府审计学,内控缺陷矩阵,新增,基于《政府审计学》中“内控缺陷矩阵”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,内控缺陷矩阵规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-025,政府审计学-审计案例规则化指标包,指标包,indicator_pack,P1,L3,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,异常性,data_scout / workpaper_crafter,book,通用,政府审计学,审计案例规则化,新增,基于《政府审计学》中“审计案例规则化”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,审计案例规则化指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-026,政府审计学-数据质量检查证据链包,证据包,evidence_pack,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计学,数据质量检查,新增,基于《政府审计学》中“数据质量检查”相关内容，贯通审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,数据质量检查证据链节点、证据缺口、访谈对象、底稿索引、结论边界,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-027,政府审计学-多源数据勾稽检测算法,算法候选,algorithm,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计学,多源数据勾稽,新增,基于《政府审计学》中“多源数据勾稽”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,多源数据勾稽疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-028,政府审计学-审计报告问题归集规则包,规则包,rule_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,政府审计学,审计报告问题归集,新增,基于《政府审计学》中“审计报告问题归集”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,审计报告问题归集规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-029,政府审计理论与实务-财政部门组织预算执行情况审计检测算法,算法候选,algorithm,P0,L3,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,通用/预算执行与财政管理,异常性,budget_estimator / data_scout,book,通用,政府审计理论与实务,财政部门组织预算执行情况审计,新增,基于《政府审计理论与实务》中“财政部门组织预算执行情况审计”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,财政部门组织预算执行情况审计疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-030,政府审计理论与实务-财政部门预算批复情况审计规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,通用/预算执行与财政管理,合规性,budget_estimator / data_scout,book,通用,政府审计理论与实务,财政部门预算批复情况审计,新增,基于《政府审计理论与实务》中“财政部门预算批复情况审计”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,财政部门预算批复情况审计规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-031,政府审计理论与实务-税务部门税收征收管理情况审计指标包,指标包,indicator_pack,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计理论与实务,税务部门税收征收管理情况审计,新增,基于《政府审计理论与实务》中“税务部门税收征收管理情况审计”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,税务部门税收征收管理情况审计指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-032,政府审计理论与实务-审计证据链抽取检测算法,算法候选,algorithm,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计理论与实务,审计证据链抽取,新增,基于《政府审计理论与实务》中“审计证据链抽取”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,审计证据链抽取疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
