asset_id,asset_type,source_type,package_sn,quality_score,quality_tier,scene,topic,name,description,input_fields,condition,output,priority,library_source,source_file
BUDV6D-004-R02,audit_rule,generated_rule,BUDV6D-004,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政资金管理及其审计目标,财政资金管理及其审计目标一致性规则,检查财政资金管理及其审计目标在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-004-R03,audit_rule,generated_rule,BUDV6D-004,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政资金管理及其审计目标,财政资金管理及其审计目标异常性规则,按历史均值、同类项目分位数或政策标准识别财政资金管理及其审计目标异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-003-R01,audit_rule,generated_rule,BUDV6D-003,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政资金管理审计,财政资金管理审计完整性规则,检查财政资金管理审计相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-003-R02,audit_rule,generated_rule,BUDV6D-003,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政资金管理审计,财政资金管理审计一致性规则,检查财政资金管理审计在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-003-R03,audit_rule,generated_rule,BUDV6D-003,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政资金管理审计,财政资金管理审计异常性规则,按历史均值、同类项目分位数或政策标准识别财政资金管理审计异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-010-R01,audit_rule,generated_rule,BUDV6D-010,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政部门具体组织预算执行和决算草案审计,财政部门具体组织预算执行和决算草案审计完整性规则,检查财政部门具体组织预算执行和决算草案审计相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md
BUDV6D-010-R02,audit_rule,generated_rule,BUDV6D-010,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政部门具体组织预算执行和决算草案审计,财政部门具体组织预算执行和决算草案审计一致性规则,检查财政部门具体组织预算执行和决算草案审计在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md
BUDV6D-010-R03,audit_rule,generated_rule,BUDV6D-010,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政部门具体组织预算执行和决算草案审计,财政部门具体组织预算执行和决算草案审计异常性规则,按历史均值、同类项目分位数或政策标准识别财政部门具体组织预算执行和决算草案审计异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md
SUPVV6D-029-R01,audit_rule,generated_rule,SUPVV6D-029,69,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政部门组织预算执行情况审计,财政部门组织预算执行情况审计完整性规则,检查财政部门组织预算执行情况审计相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P0,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-029-R02,audit_rule,generated_rule,SUPVV6D-029,69,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政部门组织预算执行情况审计,财政部门组织预算执行情况审计一致性规则,检查财政部门组织预算执行情况审计在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P0,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-029-R03,audit_rule,generated_rule,SUPVV6D-029,69,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政部门组织预算执行情况审计,财政部门组织预算执行情况审计异常性规则,按历史均值、同类项目分位数或政策标准识别财政部门组织预算执行情况审计异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P0,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-030-R01,audit_rule,generated_rule,SUPVV6D-030,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政部门预算批复情况审计,财政部门预算批复情况审计完整性规则,检查财政部门预算批复情况审计相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-030-R02,audit_rule,generated_rule,SUPVV6D-030,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政部门预算批复情况审计,财政部门预算批复情况审计一致性规则,检查财政部门预算批复情况审计在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-030-R03,audit_rule,generated_rule,SUPVV6D-030,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,财政部门预算批复情况审计,财政部门预算批复情况审计异常性规则,按历史均值、同类项目分位数或政策标准识别财政部门预算批复情况审计异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
BUDV6D-011-R01,audit_rule,generated_rule,BUDV6D-011,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,部门预算执行和决算草案审计,部门预算执行和决算草案审计完整性规则,检查部门预算执行和决算草案审计相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md
BUDV6D-011-R02,audit_rule,generated_rule,BUDV6D-011,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,部门预算执行和决算草案审计,部门预算执行和决算草案审计一致性规则,检查部门预算执行和决算草案审计在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md
BUDV6D-011-R03,audit_rule,generated_rule,BUDV6D-011,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,部门预算执行和决算草案审计,部门预算执行和决算草案审计异常性规则,按历史均值、同类项目分位数或政策标准识别部门预算执行和决算草案审计异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md
BUDV6D-012-R01,audit_rule,generated_rule,BUDV6D-012,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,重点专项资金审计,重点专项资金审计完整性规则,检查重点专项资金审计相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md
BUDV6D-012-R02,audit_rule,generated_rule,BUDV6D-012,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,重点专项资金审计,重点专项资金审计一致性规则,检查重点专项资金审计在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md
BUDV6D-012-R03,audit_rule,generated_rule,BUDV6D-012,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,重点专项资金审计,重点专项资金审计异常性规则,按历史均值、同类项目分位数或政策标准识别重点专项资金审计异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md
BUDV6D-008-R01,audit_rule,generated_rule,BUDV6D-008,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,非税收入收缴管理审计,非税收入收缴管理审计完整性规则,检查非税收入收缴管理审计相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-008-R02,audit_rule,generated_rule,BUDV6D-008,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,非税收入收缴管理审计,非税收入收缴管理审计一致性规则,检查非税收入收缴管理审计在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-008-R03,audit_rule,generated_rule,BUDV6D-008,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,非税收入收缴管理审计,非税收入收缴管理审计异常性规则,按历史均值、同类项目分位数或政策标准识别非税收入收缴管理审计异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-002-R01,audit_rule,generated_rule,BUDV6D-002,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,预算分配管理及其审计目标,预算分配管理及其审计目标完整性规则,检查预算分配管理及其审计目标相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-002-R02,audit_rule,generated_rule,BUDV6D-002,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,预算分配管理及其审计目标,预算分配管理及其审计目标一致性规则,检查预算分配管理及其审计目标在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-002-R03,audit_rule,generated_rule,BUDV6D-002,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,预算分配管理及其审计目标,预算分配管理及其审计目标异常性规则,按历史均值、同类项目分位数或政策标准识别预算分配管理及其审计目标异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-001-R01,audit_rule,generated_rule,BUDV6D-001,69,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,预算分配管理审计,预算分配管理审计完整性规则,检查预算分配管理审计相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P0,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-001-R02,audit_rule,generated_rule,BUDV6D-001,69,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,预算分配管理审计,预算分配管理审计一致性规则,检查预算分配管理审计在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P0,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-001-R03,audit_rule,generated_rule,BUDV6D-001,69,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,预算分配管理审计,预算分配管理审计异常性规则,按历史均值、同类项目分位数或政策标准识别预算分配管理审计异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P0,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-007-R01,audit_rule,generated_rule,BUDV6D-007,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,预算分配管理的实质性审查,预算分配管理的实质性审查完整性规则,检查预算分配管理的实质性审查相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-007-R02,audit_rule,generated_rule,BUDV6D-007,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,预算分配管理的实质性审查,预算分配管理的实质性审查一致性规则,检查预算分配管理的实质性审查在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
BUDV6D-007-R03,audit_rule,generated_rule,BUDV6D-007,59,C,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,预算分配管理的实质性审查,预算分配管理的实质性审查异常性规则,按历史均值、同类项目分位数或政策标准识别预算分配管理的实质性审查异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md
MAGBUD-0006-R01,audit_rule,generated_rule,MAGBUD-0006,53,D,预算执行与财政管理 / 财政与政府债务 / 绩效评价,001财政“自我持续增长”的治理之路,001财政“自我持续增长”的治理之路R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\001财政“自我持续增长”的治理之路.md
MAGBUD-0006-R02,audit_rule,generated_rule,MAGBUD-0006,53,D,预算执行与财政管理 / 财政与政府债务 / 绩效评价,001财政“自我持续增长”的治理之路,001财政“自我持续增长”的治理之路R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\001财政“自我持续增长”的治理之路.md
MAGBUD-0007-R01,audit_rule,generated_rule,MAGBUD-0007,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,004财政内控理论、实践与未来展望,004财政内控理论、实践与未来展望R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\004财政内控理论、实践与未来展望.md
MAGBUD-0007-R02,audit_rule,generated_rule,MAGBUD-0007,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,004财政内控理论、实践与未来展望,004财政内控理论、实践与未来展望R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\004财政内控理论、实践与未来展望.md
MAGBUD-0008-R01,audit_rule,generated_rule,MAGBUD-0008,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,005厚植绩效理念坚持守土尽责，做深做实转移支付资金绩效评价工作,005厚植绩效理念坚持守土尽责，做深做实转移支付资金绩效评价工作R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\005厚植绩效理念坚持守土尽责，做深做实转移支付资金绩效评价工作.md
MAGBUD-0008-R02,audit_rule,generated_rule,MAGBUD-0008,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,005厚植绩效理念坚持守土尽责，做深做实转移支付资金绩效评价工作,005厚植绩效理念坚持守土尽责，做深做实转移支付资金绩效评价工作R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\005厚植绩效理念坚持守土尽责，做深做实转移支付资金绩效评价工作.md
MAGBUD-0009-R01,audit_rule,generated_rule,MAGBUD-0009,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,006财政运行综合绩效评价,006财政运行综合绩效评价R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\006财 政 运 行 综 合 绩 效 评 价.md
MAGBUD-0009-R02,audit_rule,generated_rule,MAGBUD-0009,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,006财政运行综合绩效评价,006财政运行综合绩效评价R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\006财 政 运 行 综 合 绩 效 评 价.md
MAGBUD-0010-R01,audit_rule,generated_rule,MAGBUD-0010,53,D,预算执行与财政管理 / 财政与政府债务 / 绩效评价,007把握重点突破难点逐步推进财政运行综合绩效评价全覆盖,007把握重点突破难点逐步推进财政运行综合绩效评价全覆盖R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\007把握重点突破难点逐步推进财政运行综合绩效评价全覆盖.md
MAGBUD-0010-R02,audit_rule,generated_rule,MAGBUD-0010,53,D,预算执行与财政管理 / 财政与政府债务 / 绩效评价,007把握重点突破难点逐步推进财政运行综合绩效评价全覆盖,007把握重点突破难点逐步推进财政运行综合绩效评价全覆盖R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\007把握重点突破难点逐步推进财政运行综合绩效评价全覆盖.md
MAGBUD-0011-R01,audit_rule,generated_rule,MAGBUD-0011,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,007财务运行综合绩效评价：怎么评？如何用？（上）,007财务运行综合绩效评价：怎么评？如何用？（上）R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\007财务运行综合绩效评价：怎么评？如何用？（上）.md
MAGBUD-0011-R02,audit_rule,generated_rule,MAGBUD-0011,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,007财务运行综合绩效评价：怎么评？如何用？（上）,007财务运行综合绩效评价：怎么评？如何用？（上）R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\007财务运行综合绩效评价：怎么评？如何用？（上）.md
MAGBUD-0012-R01,audit_rule,generated_rule,MAGBUD-0012,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,008中国式现代化是以人为核心的现代化,008中国式现代化是以人为核心的现代化R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\008中国式现代化是以人为核心的现代化.md
MAGBUD-0012-R02,audit_rule,generated_rule,MAGBUD-0012,63,C,预算执行与财政管理 / 财政与政府债务 / 绩效评价,008中国式现代化是以人为核心的现代化,008中国式现代化是以人为核心的现代化R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\008中国式现代化是以人为核心的现代化.md
MAGBUD-0013-R01,audit_rule,generated_rule,MAGBUD-0013,53,D,预算执行与财政管理 / 财政与政府债务 / 绩效评价,008成本预算绩效分析中的成本标准核定方法分析,008成本预算绩效分析中的成本标准核定方法分析R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\008成本预算绩效分析中的成本标准核定方法分析.md
